#6.23413693963191307e+00 7.89005218799248276e+00 9.74076733639965298e+00 1.17862777897844637e+01 1.40265784469859831e+01 1.64616636935498910e+01 1.90915273943939212e+01 
-5.73223168745035528e-03 -3.48107247153847318e-03 -2.32409651044068960e-04 2.92014854093301931e-03 1.00460925190693916e-03 -1.06592220657066548e-03 2.03568199832715457e-03 
-5.23242877259743298e-03 -2.52624989102079485e-03 2.96627366435201021e-03 2.97768840994243897e-03 2.58419153459699558e-03 2.25227530038305066e-03 1.97443310983847885e-03 
-4.08550978417373048e-03 4.13842409317268303e-03 -1.92221961586435753e-03 2.12013925896911226e-03 9.55014855480373730e-04 -1.02716270392783429e-03 1.90669240559579716e-03 
-3.78526692715381143e-03 1.63905350857477552e-03 3.25555218430561817e-03 -7.68467636352704038e-04 -1.39622247015555047e-03 4.88372217934420990e-04 1.78397052284801831e-03 
-4.06223983072701023e-03 -3.00056816422480900e-03 -2.38518484711681099e-03 -1.92048929119017771e-03 -1.15444487300858027e-03 2.00444252804517871e-03 1.65441140927228311e-03 
-4.19093009641198326e-03 -1.03842889108177812e-03 3.09222168800111401e-03 -1.56331246847294107e-03 2.30374892303957576e-03 -1.07021204399661155e-03 1.46357407123246181e-03 
-3.59867112028506827e-03 3.71032184740897929e-03 -1.90184635163360332e-03 -6.16332308367272290e-04 1.77521731333908791e-03 1.76108324945449448e-03 1.14879154872203171e-03 
-3.30486907877849132e-03 8.68436546844259753e-04 2.42962696726258236e-03 1.51045942397787627e-03 -1.00549932631465344e-03 3.33595861186775056e-04 7.07027959832076387e-04 
-3.31257241838411138e-03 -2.64420625081978732e-03 -1.49075926465243574e-03 2.38698076755256092e-03 -1.00126153731275335e-03 -5.96008059187804807e-04 2.98731255942933293e-04 
-3.35709110020468481e-03 2.00930962471337167e-03 6.59777254204053703e-04 2.47727774940893113e-03 1.89293880005364555e-03 1.92813487547031101e-03 -9.92151755055992212e-05 
-3.09784793912388969e-03 3.37544176880368117e-03 1.70467895056663826e-03 1.88667248297472406e-03 1.92559702881225123e-03 -7.61063161733284291e-04 -3.90563140803707365e-04 
-2.83219412357729782e-03 2.57231516990427699e-04 -1.15042067956785607e-03 -6.78830432749101694e-04 -4.59569872505230233e-04 8.08447777012721316e-04 -5.07712991962658397e-04 
-2.76947698566445402e-03 -2.33644153779366103e-03 2.60085794051895074e-03 -1.25425957130495536e-03 -1.04839636291634937e-03 1.59378573532588603e-03 -5.57146691208111047e-04 
-2.74395953732821558e-03 1.71360657527689004e-03 -1.53215237796694610e-03 -1.21897295898379149e-03 1.38021677946259438e-03 -7.32807439545742284e-04 -6.11519860723841306e-04 
-2.60375512033451809e-03 3.07373977774294711e-03 2.62476297651573773e-03 -6.30124330972717359e-04 1.94206465088403598e-03 1.62086312406792949e-03 -5.98616305888330456e-04 
-2.39718595094422920e-03 -2.48098672999805660e-04 -1.59499971467175054e-03 1.11953278576137579e-03 4.09205860876855638e-04 -1.16707187380578074e-04 -5.73264749479619187e-04 
-2.30136572047003355e-03 -2.05441839887759862e-03 2.26326181242904583e-03 2.01436786360995870e-03 -8.94361422092219342e-04 -2.71108570501281409e-04 -5.27648872848801944e-04 
-2.24661805326439824e-03 2.00649930849477630e-03 -1.08830566490295618e-03 2.16661482195056434e-03 7.18091158233354499e-05 1.69070774887960661e-03 -3.81016189061195599e-04 
-2.14376649248886443e-03 2.78168702173823505e-03 1.27080715387270634e-03 1.75688717462138501e-03 1.85424000961338653e-03 -5.99391953286694274e-04 -2.55839033583131774e-04 
-1.98958385185502495e-03 -6.82631199192705465e-04 9.47623357268288715e-04 -2.43996248661986116e-04 1.11958129838224223e-03 1.03042821007156334e-03 2.95961050879272950e-05 
-1.87668925206252164e-03 -1.78498685751195848e-03 -3.10000264236091015e-04 -9.74040311570694502e-04 -6.78575714100682612e-04 1.29112415258568806e-03 7.19646832025738780e-04 
-1.81259944670521234e-03 2.19916894744599627e-03 2.04625023117589429e-03 -9.40538410401515926e-04 -5.06785256107219247e-04 -4.88801094332628268e-04 1.02574038396834326e-03 
-1.71812096946903788e-03 2.50548216764960715e-03 -1.05593682641893778e-03 -5.42488884099930242e-04 1.67062805156992580e-03 1.51224469609623365e-03 1.16877343435091603e-03 
-1.60046742214783205e-03 -1.00310965707927193e-03 2.27867144621046432e-03 8.55912419178069873e-04 1.47523967014201820e-03 -1.94649343368688598e-04 1.28124274124350097e-03 
-1.48749900533255773e-03 -1.53026887509841148e-03 -1.21612094916982087e-03 1.75528991071650800e-03 -4.05319457817601822e-04 9.72150877047863691e-05 1.34182033098950823e-03 
-1.41174243677437742e-03 2.27382177195310006e-03 2.10453737624267121e-03 1.92402675660001215e-03 -6.00576771122200400e-04 1.49937404247620564e-03 1.35689636984329814e-03 
-1.32887582932626064e-03 2.24874498499641560e-03 -1.01243901367425678e-03 1.66739493682285258e-03 1.35938392624864748e-03 -4.60007179786326630e-04 1.34650819671154913e-03 
-1.22399903522610104e-03 -1.04521813001503356e-03 1.64645401284033502e-03 8.10242432170759979e-05 1.56986897502481922e-03 1.17921211155007193e-03 1.30511762215125299e-03 
-1.07532491157864103e-03 -1.28288063621971224e-03 -3.10267932659449212e-04 -7.12885528644417103e-04 1.00620485031694396e-04 1.00689005011897416e-03 1.24885475931537206e-03 
-8.92805182131671494e-04 2.28089352794499586e-03 3.32135391733108141e-04 -7.67534201939862456e-04 -5.94414173375680164e-04 -3.00272961942394366e-04 1.16901216570003711e-03 
-7.14749949377969018e-04 2.00951018602719793e-03 1.56317319760805444e-03 -4.47316394455191612e-04 8.10887552857058897e-04 1.41741647851616149e-03 1.07050673429178985e-03 
